sku,category,description,unit,unit_price,currency,source,updated_at,tags
MAT-VALVULA-FLUXOMETRO-PARA-ORINAL-HELVEX,MEZCLADORAS Y LLAVES,Valvula fluxometro para orinal Helvex,UND,7939.62,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Valvula fluxometro para orinal Helvex MEZCLADORAS Y LLAVES MINIBANNER CON LINK Valvula fluxometro para orinal Helvex MEZCLADORAS Y LLAVES
MAT-VALVULA-FLUXOMETRO-PARA-INOD-ORINAL-CON-SENSOR-INFRARO,MEZCLADORAS Y LLAVES,Valvula fluxometro para inod./orinal con sensor infrarojo,UND,32621.82,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Valvula fluxometro para inod./orinal con sensor infrarojo MEZCLADORAS Y LLAVES MINIBANNER CON LINK Valvula fluxometro para inod./orinal con sensor infrarojo MEZCLADORAS Y LLAVES
MAT-SENSOR-INFRAROJO-PARA-VALVULA-FLUXOMETRO-INOD,MEZCLADORAS Y LLAVES,Sensor infrarojo para Valvula fluxometro inod.,UND,34427.97,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Sensor infrarojo para Valvula fluxometro inod. MEZCLADORAS Y LLAVES MINIBANNER CON LINK Sensor infrarojo para Valvula fluxometro inod. MEZCLADORAS Y LLAVES
MAT-VALVULA-PUSH-BUTTON-CROMADA-HELVEX-PARA-ORINAL,MEZCLADORAS Y LLAVES,Válvula push button cromada Helvex para orinal,UND,6620.76,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Válvula push button cromada Helvex para orinal MEZCLADORAS Y LLAVES MINIBANNER CON LINK Valvula push button cromada Helvex para orinal MEZCLADORAS Y LLAVES
MAT-VALVULA-PUSH-BUTTON-CROMADA-BROWN-PARA-ORINAL,MEZCLADORAS Y LLAVES,Valvula push button cromada Brown para orinal,UND,6620.76,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Valvula push button cromada Brown para orinal MEZCLADORAS Y LLAVES MINIBANNER CON LINK Valvula push button cromada Brown para orinal MEZCLADORAS Y LLAVES
MAT-LLAVE-DE-CHORRO-DE-1-2,MEZCLADORAS Y LLAVES,"Llave de chorro de 1/2""",UND,635.59,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Llave de chorro de 1/2"" MEZCLADORAS Y LLAVES MINIBANNER CON LINK Llave de chorro de 1/2"" MEZCLADORAS Y LLAVES"
MAT-LLAVE-DE-CHORRO-DE-1-2-PESADA,MEZCLADORAS Y LLAVES,"Llave de chorro de 1/2"" pesada",UND,754.24,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Llave de chorro de 1/2"" pesada MEZCLADORAS Y LLAVES MINIBANNER CON LINK Llave de chorro de 1/2"" pesada MEZCLADORAS Y LLAVES"
MAT-TINACO-AGUA-TINACOM-265-GLS,TINACOS,Tinaco Agua Tinacom 265 GLS,UND,6616.10,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Tinaco Agua Tinacom 265 GLS TINACOS MINIBANNER CON LINK Tinaco Agua Tinacom 265 GLS TINACOS
MAT-TINACO-AGUA-TINACOM-400-GLS,TINACOS,Tinaco Agua Tinacom 400 GLS,UND,9815.25,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Tinaco Agua Tinacom 400 GLS TINACOS MINIBANNER CON LINK Tinaco Agua Tinacom 400 GLS TINACOS
MAT-TINACO-AGUA-PLASTICA-530-GLS,TINACOS,Tinaco Agua Plastica 530 GLS,UND,12783.05,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Tinaco Agua Plastica 530 GLS TINACOS MINIBANNER CON LINK Tinaco Agua Plastica 530 GLS TINACOS
MAT-TINACO-TINAGUA-700-GLS,TINACOS,Tinaco Tinagua 700 GLS,UND,19155.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Tinaco Tinagua 700 GLS TINACOS MINIBANNER CON LINK Tinaco Tinagua 700 GLS TINACOS
MAT-TINACO-TINAGUA-1-100-GLS,TINACOS,"Tinaco Tinagua 1,100 GLS",UND,22120.34,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tinaco Tinagua 1,100 GLS TINACOS MINIBANNER CON LINK Tinaco Tinagua 1,100 GLS TINACOS"
MAT-BOMBA-PARA-CISTERNA-5HP-3PH-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 5HP 3PH Myers,UND,130296.61,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 5HP 3PH Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 5HP 3PH Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-PARA-CISTERNA-5HP-1PH-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 5HP 1PH Myers,UND,85588.98,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 5HP 1PH Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 5HP 1PH Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-PARA-CISTERNA-3HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 3HP Myers,UND,57563.56,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 3HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 3HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-PARA-CISTERNA-2HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 2HP Myers,UND,20762.71,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 2HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 2HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-PARA-CISTERNA-1HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 1HP Myers,UND,15553.39,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 1HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 1HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-PARA-CISTERNA-3-4HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 3/4HP Myers,UND,10128.81,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 3/4HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 3/4HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-PARA-CISTERNA-1-2HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba para cisterna 1/2HP Myers,UND,9710.17,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba para cisterna 1/2HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba para cisterna 1/2HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-LADRONA-1-2HP-PEDROLLO,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba ladrona 1/2HP Pedrollo,UND,4983.05,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba ladrona 1/2HP Pedrollo BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba ladrona 1/2HP Pedrollo BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-LADRONA-1-2HP-CON-TANQUE-DE-PRESION,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba ladrona 1/2HP con tanque de presión,UND,4063.56,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba ladrona 1/2HP con tanque de presión BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba ladrona 1/2HP con tanque de presion BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-SUMERGIBLE-1-1-2-HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba sumergible 1 1/2 HP Myers,UND,34088.98,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba sumergible 1 1/2 HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba sumergible 1 1/2 HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-SUMERGIBLE-1HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba sumergible 1HP Myers,UND,22033.90,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba sumergible 1HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba sumergible 1HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-BOMBA-SUMERGIBLE-1-2-HP-MYERS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Bomba sumergible 1/2 HP Myers,UND,24344.07,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bomba sumergible 1/2 HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Bomba sumergible 1/2 HP Myers BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-CAJA-DE-CONTROL-PENTEK-5HP,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Caja de control Pentek 5HP,UND,10889.83,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Caja de control Pentek 5HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Caja de control Pentek 5HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-CAJA-DE-CONTROL-PENTEK-3HP,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Caja de control Pentek 3HP,UND,9915.25,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Caja de control Pentek 3HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Caja de control Pentek 3HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-CAJA-DE-CONTROL-PENTEK-1HP,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Caja de control Pentek 1HP,UND,4991.53,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Caja de control Pentek 1HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Caja de control Pentek 1HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-CAJA-DE-CONTROL-PENTEK-3-4HP,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Caja de control Pentek 3/4HP,UND,4627.12,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Caja de control Pentek 3/4HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Caja de control Pentek 3/4HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-CAJA-DE-CONTROL-PENTEK-1-2HP,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Caja de control Pentek 1/2HP,UND,3825.02,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Caja de control Pentek 1/2HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Caja de control Pentek 1/2HP BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-TANQUE-DE-PRESION-GALVANIZADO-ECONOMAX-LOCAL-120-GLS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Tanque de presión galvanizado Economax Local 120 GLS,UND,10593.22,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tanque de presión galvanizado Economax Local 120 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Tanque de presion galvanizado Economax Local 120 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-TANQUE-DE-PRESION-GALVANIZADO-ECONOMAX-LOCAL-82-GLS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Tanque de presión galvanizado Economax Local 82 GLS,UND,7796.61,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tanque de presión galvanizado Economax Local 82 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Tanque de presion galvanizado Economax Local 82 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-TANQUE-DE-PRESION-GALVANIZADO-ECONOMAX-LOCAL-60-GLS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Tanque de presión galvanizado Economax Local 60 GLS,UND,4661.02,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tanque de presión galvanizado Economax Local 60 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Tanque de presion galvanizado Economax Local 60 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-TANQUE-DE-PRESION-GALVANIZADO-ECONOMAX-LOCAL-40-GLS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS",Tanque de presión galvanizado Economax Local 40 GLS,UND,3644.07,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tanque de presión galvanizado Economax Local 40 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Tanque de presion galvanizado Economax Local 40 GLS BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-MOTOBOMBA-7-5HP-4X4-GASOLINA-EVANS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS","Motobomba 7.5HP 4""x4"" gasolina Evans",UND,22711.86,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Motobomba 7.5HP 4""x4"" gasolina Evans BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Motobomba 7.5HP 4""x4"" gasolina Evans BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-MOTOBOMBA-9-50HP-3X3-GASOLINA-EVANS,"BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS","Motobomba 9.50HP 3""x3"" gasolina Evans",UND,30135.58,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Motobomba 9.50HP 3""x3"" gasolina Evans BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS MINIBANNER CON LINK Motobomba 9.50HP 3""x3"" gasolina Evans BOMBAS DE AGUA, TANQUES PRESION Y FITTINGS"
MAT-ALAMBRE-THHW-THHN-1-0-STR,ELECTRICOS,"Alambre THHW-/THHN # 1/0, Str.",PL,156.99,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 1/0, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 1/0, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-2-0-STR,ELECTRICOS,"Alambre THHW-/THHN # 2/0, Str.",PL,196.71,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 2/0, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 2/0, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-3-0-STR,ELECTRICOS,"Alambre THHW-/THHN # 3/0, Str.",PL,241.19,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 3/0, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 3/0, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-4-0-STR,ELECTRICOS,"Alambre THHW-/THHN # 4/0, Str.",PL,309.49,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 4/0, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 4/0, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-2-STR,ELECTRICOS,"Alambre THHW-/THHN # 2, Str.",PL,105.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 2, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 2, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-4-STR,ELECTRICOS,"Alambre THHW-/THHN # 4, Str.",PL,64.07,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 4, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 4, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-6-STR,ELECTRICOS,"Alambre THHW-/THHN # 6, Str.",PL,42.66,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 6, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 6, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-8-STR,ELECTRICOS,"Alambre THHW-/THHN # 8, Str.",PL,29.11,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN # 8, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN # 8, Str. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-10-STR-BCO,ELECTRICOS,"Alambre THHW-/THHN #10, Str., bco.",PL,18.15,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN #10, Str., bco. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN #10, Str., bco. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-12-STR-BCO,ELECTRICOS,"Alambre THHW-/THHN #12, Str., bco.",PL,11.46,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN #12, Str., bco. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN #12, Str., bco. ELECTRICOS"
MAT-ALAMBRE-THHW-THHN-14-STR,ELECTRICOS,"Alambre THHW-/THHN #14, Str.",PL,7.47,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre THHW-/THHN #14, Str. ELECTRICOS MINIBANNER CON LINK Alambre THHW-/THHN #14, Str. ELECTRICOS"
MAT-ALAMBRE-MILIMETRICO-1-5MM-14-STR,ELECTRICOS,Alambre milimétrico 1.5mm (#14 Str.),PL,5.04,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 1.5mm (#14 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 1.5mm (#14 Str.) ELECTRICOS
MAT-ALAMBRE-MILIMETRICO-2-5MM-12-STR,ELECTRICOS,Alambre milimétrico 2.5mm (#12 Str.),PL,7.37,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 2.5mm (#12 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 2.5mm (#12 Str.) ELECTRICOS
MAT-ALAMBRE-MILIMETRICO-4MM-10-STR,ELECTRICOS,Alambre milimétrico 4mm (#10 Str.),PL,12.50,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 4mm (#10 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 4mm (#10 Str.) ELECTRICOS
MAT-ALAMBRE-MILIMETRICO-6MM-8-STR,ELECTRICOS,Alambre milimétrico 6mm (#8 Str.),PL,19.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 6mm (#8 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 6mm (#8 Str.) ELECTRICOS
MAT-ALAMBRE-MILIMETRICO-10MM-6-STR,ELECTRICOS,Alambre milimétrico 10mm (#6 Str.),PL,30.42,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 10mm (#6 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 10mm (#6 Str.) ELECTRICOS
MAT-ALAMBRE-MILIMETRICO-16MM-4-STR,ELECTRICOS,Alambre milimétrico 16mm (#4 Str.),PL,37.16,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 16mm (#4 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 16mm (#4 Str.) ELECTRICOS
MAT-ALAMBRE-MILIMETRICO-25MM-2-STR,ELECTRICOS,Alambre milimétrico 25mm (#2 Str.),PL,51.81,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre milimétrico 25mm (#2 Str.) ELECTRICOS MINIBANNER CON LINK Alambre milimetrico 25mm (#2 Str.) ELECTRICOS
MAT-ALAMBRE-GOMA-NO-14-X-2,ELECTRICOS,Alambre Goma No. 14 x 2,PL,19.97,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 14 x 2 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 14 x 2 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-14-X-3,ELECTRICOS,Alambre Goma No. 14 x 3,PL,20.62,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 14 x 3 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 14 x 3 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-14-X-4,ELECTRICOS,Alambre Goma No. 14 x 4,PL,19.98,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 14 x 4 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 14 x 4 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-12-X-2,ELECTRICOS,Alambre Goma No. 12 x 2,PL,20.87,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 12 x 2 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 12 x 2 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-12-X-3,ELECTRICOS,Alambre Goma No. 12 x 3,PL,27.54,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 12 x 3 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 12 x 3 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-12-X-4,ELECTRICOS,Alambre Goma No. 12 x 4,PL,30.25,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 12 x 4 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 12 x 4 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-10-X-2,ELECTRICOS,Alambre Goma No. 10 x 2,PL,24.96,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 10 x 2 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 10 x 2 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-10-X-3,ELECTRICOS,Alambre Goma No. 10 x 3,PL,34.75,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 10 x 3 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 10 x 3 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-10-X-4,ELECTRICOS,Alambre Goma No. 10 x 4,PL,120.94,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 10 x 4 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 10 x 4 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-8-X-2,ELECTRICOS,Alambre Goma No. 8 x 2,PL,96.82,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 8 x 2 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 8 x 2 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-8-X-3,ELECTRICOS,Alambre Goma No. 8 x 3,PL,108.63,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 8 x 3 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 8 x 3 ELECTRICOS
MAT-ALAMBRE-GOMA-NO-8-X-4,ELECTRICOS,Alambre Goma No. 8 x 4,PL,59.73,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Goma No. 8 x 4 ELECTRICOS MINIBANNER CON LINK Alambre Goma No. 8 x 4 ELECTRICOS
MAT-ALAMBRE-DUPLO-20-STR,ELECTRICOS,"Alambre duplo #20, Str.",PL,7.63,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre duplo #20, Str. ELECTRICOS MINIBANNER CON LINK Alambre duplo #20, Str. ELECTRICOS"
MAT-ALAMBRE-DUPLO-18-STR,ELECTRICOS,"Alambre duplo #18, Str.",PL,9.32,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre duplo #18, Str. ELECTRICOS MINIBANNER CON LINK Alambre duplo #18, Str. ELECTRICOS"
MAT-ALAMBRE-DUPLO-16-STR,ELECTRICOS,"Alambre duplo #16, Str.",PL,11.02,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre duplo #16, Str. ELECTRICOS MINIBANNER CON LINK Alambre duplo #16, Str. ELECTRICOS"
MAT-ALAMBRE-DUPLO-14-STR,ELECTRICOS,"Alambre duplo #14, Str.",PL,17.80,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre duplo #14, Str. ELECTRICOS MINIBANNER CON LINK Alambre duplo #14, Str. ELECTRICOS"
MAT-ALAMBRE-DUPLO-12-STR,ELECTRICOS,"Alambre duplo #12, Str.",PL,21.19,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Alambre duplo #12, Str. ELECTRICOS MINIBANNER CON LINK Alambre duplo #12, Str. ELECTRICOS"
